      0.000000      0.000000   0.000000
      1.500000      2.928000   0.000000
      3.000000      4.068000   0.000000
      6.000000      5.676000   0.000000
      9.000000      6.912000   0.000000
     12.000000      7.908000   0.000000
     18.000000      9.468000   0.000000
     24.000000     10.560000   0.000000
     30.000000     11.292000   0.000000
     36.000000     11.712000   0.000000
     48.000000     11.760000   0.000000
     60.000000     11.028000   0.000000
     72.000000      9.768000   0.000000
     84.000000      8.028000   0.000000
     96.000000      5.868000   0.000000
    108.000000      3.252000   0.000000
    114.000000      1.764000   0.000000
    120.000000      0.156000   0.000000
    114.000000     -0.192000   0.000000
    108.000000     -0.264000   0.000000
     96.000000     -0.468000   0.000000
     84.000000     -0.780000   0.000000
     72.000000     -1.200000   0.000000
     60.000000     -1.680000   0.000000
     48.000000     -2.160000   0.000000
     36.000000     -2.712000   0.000000
     30.000000     -3.000000   0.000000
     24.000000     -3.288000   0.000000
     18.000000     -3.456000   0.000000
     12.000000     -3.432000   0.000000
      9.000000     -3.288000   0.000000
      6.000000     -2.988000   0.000000
      3.000000     -2.340000   0.000000
      1.500000     -1.716000   0.000000
