      0.000000      0.000000   0.000000
      2.250000      4.392000   0.000000
      4.500000      6.102000   0.000000
      9.000000      8.514000   0.000000
     13.500000     10.368000   0.000000
     18.000000     11.862000   0.000000
     27.000000     14.202000   0.000000
     36.000000     15.840000   0.000000
     45.000000     16.938000   0.000000
     54.000000     17.568000   0.000000
     72.000000     17.640000   0.000000
     90.000000     16.542000   0.000000
    108.000000     14.652000   0.000000
    126.000000     12.042000   0.000000
    144.000000      8.802000   0.000000
    162.000000      4.878000   0.000000
    171.000000      2.646000   0.000000
    180.000000      0.234000   0.000000
    171.000000     -0.288000   0.000000
    162.000000     -0.396000   0.000000
    144.000000     -0.702000   0.000000
    126.000000     -1.170000   0.000000
    108.000000     -1.800000   0.000000
     90.000000     -2.520000   0.000000
     72.000000     -3.240000   0.000000
     54.000000     -4.068000   0.000000
     45.000000     -4.500000   0.000000
     36.000000     -4.932000   0.000000
     27.000000     -5.184000   0.000000
     18.000000     -5.148000   0.000000
     13.500000     -4.932000   0.000000
      9.000000     -4.482000   0.000000
      4.500000     -3.510000   0.000000
      2.250000     -2.574000   0.000000
